"X","...1","s.gender","s.level","infect","read.amt","pre.readf1","pre.readf2","pre.readf3","pre.readf4","pre.readf5","pre.readf6","post.readf1","post.readf2","post.readf3","post.readf4","post.readf5","post.readf6","stress.1","stress.2","stress.3","stress.4","stress.5","stu.engage.1","stu.engage.2","stu.engage.3","stu.engage.4","stu.itcap","learn.per1","learn.per2","gpax.y1","gpax.y2","gender","t.exp","t.itcap","climate.pro.1","climate.pro.2","climate.pro.3","climate.pro.4","climate.pro.5","climate.pro.6","t.mode","location","internet","it.equip"
540,540,2,1,2,3,1,3,2,1,1,2,1,3,4,4,1,3,3,2,3,3,2,5,4,4,5,2,10.6,15.29,3.02,2.81,2,2,2,4,3,3,3,4,1,1,"N",2,2
541,541,1,1,1,3,2,3,2,1,1,2,1,1,4,4,1,4,3,2,3,2,1,5,3,4,4,3,8.5,18.16,2.8,2.75,2,2,2,5,3,5,5,5,5,1,"N",1,0
542,542,1,1,2,3,1,3,3,1,1,3,1,2,2,4,1,4,3,2,3,2,2,3,3,3,3,2,7.7,16.66,2.07,2,1,2,3,3,1,3,4,2,2,1,"N",2,1
543,543,2,2,2,3,1,4,4,4,1,4,1,4,4,4,1,4,5,4,4,5,4,5,4,3,5,3,18,7.01,3.43,2.65,1,2,3,3,1,3,3,4,2,1,"N",2,2
544,544,2,2,2,3,3,4,4,4,1,4,1,4,4,4,1,4,3,2,4,4,3,5,5,4,5,3,16.7,14.14,3.42,2.97,1,2,1,1,1,1,1,1,1,1,"N",1,1
545,545,1,3,2,1,3,3,4,3,1,3,1,4,4,4,1,4,4,4,4,4,4,3,3,3,4,2,11.7,5.59,2.46,1.34,2,3,1,5,3,3,4,5,4,1,"N",2,1
546,546,1,3,1,3,2,2,4,2,2,2,1,4,4,4,3,4,2,1,1,1,1,5,4,5,5,3,12.9,19.87,3.44,3.32,2,3,1,3,2,3,4,3,1,1,"N",1,1
547,547,2,2,2,3,1,4,4,4,1,4,1,4,4,4,1,4,5,4,5,5,5,4,3,3,2,1,11.1,0.52,2.89,1.77,2,2,2,5,5,5,5,5,5,1,"N",2,1
548,548,2,3,2,3,2,4,3,4,1,3,2,4,4,4,1,4,2,1,1,1,1,5,5,5,5,3,14.6,19.93,3.49,3.26,2,1,1,1,1,2,2,2,1,1,"N",1,2
549,549,2,1,2,3,1,2,1,2,2,2,1,1,4,2,1,4,3,2,3,2,1,5,5,5,5,3,16.3,19.85,3.23,3.16,2,2,2,5,5,5,5,5,5,1,"N",1,1
550,550,1,2,2,3,2,4,4,1,1,4,1,2,4,4,1,4,4,2,4,4,4,3,1,1,2,2,10.7,2.05,2.07,0.88,1,3,1,1,1,1,2,2,1,1,"N",2,1
551,551,1,1,1,2,1,3,3,1,1,4,1,3,3,4,1,4,5,5,5,5,5,1,1,1,1,1,12.4,0.57,2.61,1.15,2,1,2,3,1,2,3,1,1,1,"N",2,0
552,552,1,3,2,3,3,3,4,4,1,2,1,4,4,4,1,3,2,1,1,1,1,5,5,5,5,3,8.5,19.51,2.06,1.9,2,2,3,5,5,3,4,5,5,1,"N",2,2
553,553,2,3,2,1,4,4,4,3,2,4,1,3,4,4,2,4,3,2,3,3,2,5,5,5,5,3,16,19.25,3.1,2.94,2,2,1,5,3,3,3,4,4,1,"N",2,2
554,554,2,3,2,3,4,4,4,1,2,4,4,3,4,4,4,4,4,5,4,5,4,5,5,5,5,3,12.6,0.33,2.5,1.01,2,1,2,4,2,3,4,2,1,1,"N",1,0
555,555,2,1,2,3,1,2,1,4,2,2,1,3,4,4,1,4,3,2,3,2,1,5,5,4,5,3,12.1,15.3,3.02,2.76,1,3,2,3,1,3,3,2,2,1,"N",2,2
556,556,1,3,2,3,4,2,4,3,1,3,1,1,4,4,1,4,3,2,4,3,2,5,4,4,5,3,12.7,16.22,2.94,2.45,1,1,1,1,1,2,1,1,1,1,"N",2,1
557,557,1,2,2,3,3,4,4,3,1,2,1,4,4,4,1,4,3,3,4,4,3,3,2,2,4,2,10.2,1.44,2.51,1.43,2,2,1,4,1,3,3,4,4,1,"N",1,0
558,558,1,3,2,3,3,4,4,1,1,3,2,4,4,2,1,4,3,1,2,2,1,5,5,5,5,3,9.1,18.28,2.48,2.37,2,2,3,5,3,3,5,5,5,1,"N",2,2
559,559,2,1,2,3,1,3,2,4,1,1,1,3,4,4,1,4,1,1,1,1,1,5,5,5,5,3,13.2,19.96,2.88,2.88,2,2,3,5,5,5,4,5,5,1,"N",1,2
560,560,2,2,2,3,3,3,4,2,1,4,2,3,4,4,1,4,4,2,4,3,3,5,5,5,5,3,13.9,15.98,3.06,2.98,1,2,3,4,4,3,5,5,5,1,"N",2,2
561,561,1,1,1,3,1,2,2,1,1,2,1,4,3,4,1,1,2,1,1,1,1,5,4,4,5,3,8.9,18.36,2.56,2.53,2,3,2,5,3,5,5,5,5,1,"N",2,1
562,562,2,1,2,2,3,1,3,2,1,1,1,2,4,3,1,4,4,2,3,3,2,5,4,4,5,3,14.4,17.13,3.25,3.2,2,1,1,1,1,2,2,1,1,1,"N",1,1
563,563,2,2,2,3,2,2,4,3,1,4,1,3,4,4,2,4,4,2,4,4,3,5,4,4,5,2,7.8,11.87,1.87,1.43,1,1,1,1,1,1,1,2,1,1,"N",2,3
564,564,2,3,2,3,3,3,4,4,1,4,2,3,4,4,1,4,2,1,3,2,1,5,5,5,5,3,12.3,19,2.52,2.25,1,1,2,1,1,1,2,2,1,1,"N",2,2
565,565,2,1,1,4,1,4,2,2,1,3,1,1,4,4,1,4,1,1,1,1,1,5,5,5,5,3,14.7,18.24,3.61,3.57,2,2,2,5,5,5,5,5,5,1,"N",1,2
566,566,2,1,2,2,1,2,1,4,1,1,1,1,4,4,1,4,1,1,1,1,1,5,5,5,5,3,14.7,19.31,2.84,2.83,2,2,2,5,5,5,5,5,5,1,"N",1,2
567,567,2,2,2,3,1,4,4,2,1,4,1,4,4,4,1,4,5,5,5,5,5,2,1,1,1,1,10.1,0.67,2.53,1.2,1,2,3,1,1,3,1,1,1,1,"N",2,0
568,568,2,2,2,2,1,3,4,3,1,4,1,4,4,2,2,4,3,2,4,4,2,5,5,5,5,3,7.9,18.67,1.77,1.76,1,2,2,1,1,3,2,2,1,1,"N",1,1
569,569,2,3,2,3,2,1,4,4,1,4,1,2,4,4,1,4,3,2,3,2,1,5,5,5,5,3,13.2,19.74,2.81,2.63,2,3,3,5,4,5,4,5,5,1,"N",1,1
570,570,1,2,2,2,2,4,4,2,1,4,3,4,4,4,1,4,4,2,4,4,3,5,4,3,2,3,15.3,5.8,3.49,2.68,2,1,1,1,1,1,1,1,1,1,"N",2,2
571,571,2,2,2,3,1,4,4,3,1,4,1,4,4,4,1,4,5,5,5,5,5,1,1,1,1,1,8.7,0.12,2.72,1.34,1,2,3,1,1,3,3,2,2,1,"N",2,1
572,572,1,2,1,3,1,1,4,1,1,4,1,2,4,4,1,4,1,1,2,1,1,5,5,5,5,3,14.7,19.58,2.65,2.61,1,2,3,3,2,3,2,3,2,1,"N",2,4
573,573,2,2,2,3,4,3,4,2,1,4,1,4,4,4,1,4,2,2,3,2,1,5,5,5,5,3,14.1,19.72,3.91,3.87,1,1,1,1,1,1,1,1,1,1,"N",2,3
574,574,1,2,2,3,1,2,4,1,1,4,1,2,4,4,1,4,1,1,1,1,1,5,5,5,5,3,15.5,19.5,3.16,3.1,2,2,3,5,5,5,5,5,5,1,"N",2,2
575,575,1,3,2,3,4,2,4,1,1,2,1,4,4,2,1,4,4,2,4,5,3,3,2,3,1,2,9.6,0.67,3.01,1.55,2,3,1,5,3,3,5,4,4,1,"N",2,1
576,576,1,2,2,3,4,4,4,1,1,4,1,3,4,4,1,4,4,4,4,5,5,3,1,3,2,1,10.9,2.57,2.03,0.98,2,1,2,5,4,3,5,5,5,1,"N",2,0
577,577,1,2,2,2,1,4,4,2,1,4,1,4,4,3,3,4,3,2,4,3,1,5,4,3,5,3,13.8,16.3,3.22,3.19,1,1,1,1,1,1,1,1,1,1,"N",2,2
578,578,1,2,2,3,4,4,4,2,1,4,1,4,4,4,1,4,4,3,4,4,3,3,3,3,2,2,14.3,4.9,3.19,2.26,2,3,1,5,4,5,3,4,4,1,"N",1,0
579,579,1,2,2,2,3,4,4,1,1,4,1,4,4,4,1,4,3,2,3,2,1,5,4,5,5,3,15,19.62,2.83,2.78,2,2,2,5,5,5,5,5,5,1,"N",1,2
580,580,2,2,2,3,4,4,4,1,1,4,1,3,4,4,1,4,3,1,3,2,1,5,5,5,5,3,11.1,17.46,2.7,2.64,1,3,1,1,1,1,1,1,1,1,"N",1,1
581,581,2,2,2,2,2,4,4,1,1,4,1,4,4,4,1,4,3,2,3,2,2,5,5,5,5,3,9.3,19.43,2.45,2.42,1,2,3,4,5,3,4,4,5,1,"N",2,1
582,582,1,1,2,2,1,4,3,1,1,2,1,3,4,3,1,3,1,1,1,1,1,5,5,5,5,3,5.1,19.83,2.08,2.04,2,3,1,1,2,3,3,1,1,1,"N",1,3
583,583,1,2,2,3,4,2,4,1,1,4,1,4,4,3,1,4,4,2,3,3,2,4,4,4,5,3,12.8,9.65,3.11,2.51,2,1,2,3,2,3,4,3,2,1,"N",1,2
584,584,1,3,2,3,4,3,4,1,1,4,1,4,4,2,2,4,2,2,2,1,1,5,5,5,5,3,9.5,19.83,2.73,2.6,2,1,1,1,1,2,1,1,1,1,"N",1,1
585,585,1,2,1,3,1,4,4,1,1,4,2,1,4,4,1,4,4,5,4,5,4,2,1,1,2,1,10.8,0.67,2.79,1.54,2,1,1,1,1,1,1,1,1,1,"N",2,0
586,586,1,1,2,3,2,3,4,1,1,1,1,1,4,4,1,3,3,2,3,2,1,5,4,4,3,3,14.9,17.3,3.12,2.9,1,3,2,3,1,2,2,2,1,1,"N",2,2
587,587,2,1,2,3,1,2,1,4,1,2,1,2,4,4,1,4,4,2,4,4,3,5,3,3,4,2,14.9,7.22,3.16,2.39,2,2,3,5,2,3,4,4,5,1,"N",2,1
588,588,1,2,2,3,3,2,4,1,1,4,1,4,4,4,1,4,4,2,3,2,3,3,3,3,5,3,11.3,6.79,2.4,1.61,1,1,3,1,1,1,1,1,1,1,"N",2,1
589,589,1,3,2,2,3,3,4,1,1,4,1,3,4,3,1,4,3,2,4,3,3,5,5,4,5,3,14.7,6.36,3.36,2.27,2,2,2,4,3,3,4,5,5,1,"N",1,1
590,590,1,1,2,1,1,1,4,1,1,1,1,1,4,3,1,2,1,1,1,1,1,5,5,5,5,3,16.1,19.97,3.03,3,2,1,3,3,3,3,2,2,1,1,"N",1,1
591,591,2,2,2,3,3,4,4,4,1,4,1,3,4,4,1,4,5,5,5,5,5,3,3,3,2,1,9.3,0.77,2.71,1.39,2,2,1,1,2,3,1,2,1,1,"N",2,2
592,592,2,2,2,2,2,4,3,4,1,4,2,2,4,4,1,4,4,3,4,3,3,5,4,4,5,3,13.2,10.26,3.07,2.51,2,2,3,5,5,5,5,5,5,1,"N",2,3
593,593,2,2,2,3,4,4,4,4,1,4,1,4,4,4,1,4,4,2,3,3,3,5,5,5,5,3,14.7,17.97,3,2.89,1,3,2,1,1,1,1,1,1,1,"N",1,1
594,594,2,1,1,3,1,1,4,4,1,1,1,4,2,4,1,4,5,4,5,5,3,3,2,2,3,1,13.3,3.81,3,1.94,1,2,1,1,1,1,2,1,1,1,"N",1,1
595,595,2,1,2,3,1,3,1,2,1,2,1,4,4,2,1,4,3,2,3,2,3,5,4,5,5,3,8.5,17.92,2.27,2.2,2,3,2,3,2,3,1,2,2,1,"N",2,0
596,596,1,3,2,2,3,4,4,1,1,4,1,3,4,2,1,4,1,1,1,1,1,5,5,5,5,3,11.1,18.9,2.12,1.93,1,3,2,4,1,3,3,2,1,1,"N",1,2
597,597,1,1,2,3,1,2,4,1,1,2,1,4,4,4,1,3,3,2,3,2,1,3,3,4,5,2,14.2,19.61,3.34,3.31,2,1,1,4,3,3,4,5,3,1,"N",2,2
598,598,1,3,2,3,3,4,4,1,1,3,4,4,4,4,1,4,1,1,1,1,1,5,5,5,5,3,11.4,19.75,2.25,2.25,2,2,2,5,3,5,5,5,5,1,"N",1,3
599,599,2,2,2,3,4,4,4,4,1,4,1,4,4,3,1,4,5,5,5,5,5,2,1,1,2,1,12.5,0.01,2.94,1.5,1,1,3,1,1,1,1,1,1,1,"N",2,1
600,600,1,2,2,3,2,4,4,2,1,4,1,2,4,2,1,4,1,1,1,1,1,5,5,5,5,3,13.3,19.41,2.93,2.9,2,2,1,4,3,5,5,5,4,1,"N",1,3
601,601,2,2,2,3,3,2,4,3,1,4,2,4,4,4,2,4,4,4,4,5,4,4,4,4,5,3,13.4,2.16,3.13,1.88,2,3,3,5,5,5,5,5,5,1,"NE",1,0
602,602,1,1,1,3,1,3,2,1,1,1,1,4,4,4,1,4,1,1,1,1,1,5,5,5,5,3,16,19.97,3.16,3.12,2,2,2,4,5,3,4,5,5,1,"NE",1,3
603,603,1,1,2,3,1,2,2,1,1,2,1,2,4,4,1,4,1,1,1,1,1,5,5,5,5,3,9.9,19.75,3.1,3.07,2,2,3,5,4,3,5,4,5,1,"NE",1,2
604,604,2,2,2,3,4,4,4,3,1,4,3,4,4,4,1,4,3,2,3,3,3,5,5,4,5,3,11,17.27,3.08,3.03,1,3,2,1,1,3,2,1,1,1,"NE",1,1
605,605,2,2,2,3,2,1,4,2,1,4,1,3,4,4,1,4,4,2,4,3,3,5,4,4,5,3,10.1,11.68,2.62,2.26,1,3,2,4,2,3,4,5,3,1,"NE",2,2
606,606,2,2,2,3,3,2,4,4,1,4,1,3,4,4,3,4,3,2,3,2,1,5,5,5,5,3,11.8,17.73,3.36,3.24,2,2,1,4,3,5,4,5,5,1,"NE",1,1
607,607,2,2,2,3,1,4,4,1,3,4,2,4,4,4,1,4,5,5,5,5,5,3,3,3,4,1,12.9,1.28,2.98,1.64,1,2,2,4,3,3,4,4,5,1,"NE",2,1
608,608,2,2,2,3,3,4,4,1,1,4,3,4,4,4,1,4,5,5,5,5,5,2,1,1,1,1,9.8,0.48,2.63,1.2,2,2,2,4,3,5,4,5,5,1,"NE",2,0
609,609,1,3,2,3,2,4,4,2,1,1,1,4,4,4,1,4,3,2,3,2,2,5,3,4,4,3,11.5,16.6,2.5,2.02,2,3,1,5,3,3,4,4,4,1,"NE",2,1
610,610,2,2,2,3,3,4,3,4,1,3,1,4,4,1,1,4,4,5,4,5,5,3,2,3,3,1,12.9,5.06,2.43,1.4,2,1,1,3,2,2,3,1,1,1,"NE",2,2
611,611,1,2,2,3,1,4,4,2,1,4,1,4,4,3,1,4,5,5,4,5,5,2,1,2,2,1,11.8,0.72,3.98,2.82,1,1,2,1,1,1,1,1,1,1,"NE",2,1
612,612,2,1,2,3,1,1,1,4,1,4,1,2,4,3,1,4,3,2,3,2,1,5,4,4,5,3,4.8,17.2,1.79,1.72,1,2,3,1,1,3,2,2,2,1,"NE",1,1
613,613,2,3,2,3,1,4,4,2,1,3,3,2,4,4,1,4,3,2,3,3,1,5,5,5,5,3,16.2,19.13,3.17,2.83,2,1,3,4,1,3,3,2,4,1,"NE",1,1
614,614,1,2,2,3,3,4,4,3,1,4,1,3,4,4,1,4,2,2,3,2,1,5,4,5,5,3,17.9,17.13,3.56,3.53,2,2,2,4,3,3,4,5,5,1,"NE",2,1
615,615,1,1,2,2,2,4,4,1,1,3,1,1,3,3,1,3,3,2,4,3,2,3,3,3,2,2,13.7,9.6,3.47,2.77,1,1,3,4,1,3,1,2,1,1,"NE",2,1
616,616,1,3,2,3,3,4,4,2,1,3,3,4,4,4,1,4,5,5,5,5,5,2,1,2,1,2,16.3,0.57,2.5,1.02,1,2,1,1,1,3,3,1,1,1,"NE",2,0
617,617,2,1,2,3,1,1,3,2,1,4,1,3,4,4,1,4,3,2,3,2,1,5,5,4,5,3,11.2,17.72,3.13,3.11,1,3,1,3,1,2,3,4,2,1,"NE",1,1
618,618,1,2,2,2,2,3,4,2,1,4,1,2,4,3,1,4,5,5,5,5,5,1,1,1,1,1,10.5,0.91,2.3,0.98,2,2,1,4,1,3,1,2,4,1,"NE",2,1
619,619,2,2,2,3,2,4,3,3,1,3,1,4,4,4,1,4,5,4,4,5,4,5,4,4,5,2,13.8,5.49,2.15,1.28,2,2,3,4,5,5,5,5,5,1,"NE",2,2
620,620,2,1,2,3,1,3,1,2,2,2,1,1,3,4,1,4,3,2,3,2,2,5,4,4,5,2,10.4,15.2,2.68,2.53,1,2,2,3,1,3,4,2,2,1,"NE",1,1
621,621,2,2,2,2,1,4,3,4,2,4,2,4,4,4,2,4,5,5,5,5,5,1,1,1,1,1,13.7,0.08,3.74,2.31,2,2,1,4,3,3,4,5,5,1,"NE",2,0
622,622,1,2,2,3,2,4,4,1,1,4,1,4,4,2,1,4,5,4,4,4,4,3,1,2,2,1,15.8,0.05,2.79,1.48,2,3,1,4,1,3,1,4,1,1,"NE",2,1
623,623,2,2,2,3,3,4,4,2,1,4,1,4,4,4,2,4,5,5,5,5,5,3,2,2,2,1,17.2,1.35,3.25,2,2,1,1,3,1,3,3,1,1,1,"NE",2,2
624,624,1,2,2,2,2,4,4,1,1,3,1,4,4,3,1,4,3,2,4,4,4,4,3,3,3,2,14.7,4.14,3.07,2.15,1,2,3,4,3,3,4,4,4,1,"NE",1,0
625,625,1,3,2,3,3,4,4,1,1,1,3,3,4,4,1,4,3,2,3,2,1,5,5,5,5,3,8,19.71,2.43,2.33,2,2,2,4,3,3,4,5,4,1,"NE",2,1
626,626,1,1,1,2,1,2,4,2,1,3,1,1,4,3,1,4,4,2,4,4,3,3,3,3,2,2,12.3,7.14,3.1,2.32,1,3,2,3,1,3,3,2,4,1,"NE",1,0
627,627,2,2,2,2,4,4,4,1,1,2,3,3,4,4,1,4,3,2,4,4,3,5,5,5,5,3,18.1,11.36,3.87,3.37,2,3,1,4,3,3,3,4,1,1,"NE",1,1
628,628,2,1,2,3,1,4,1,4,1,2,1,1,3,4,1,4,1,1,1,1,1,5,5,5,5,3,15.2,19.8,2.97,2.97,2,3,1,1,1,1,1,1,1,1,"NE",1,4
629,629,1,2,2,3,3,4,4,2,1,4,1,3,4,4,1,3,2,1,3,2,1,5,5,4,5,3,15.6,19.4,3.7,3.69,1,2,3,1,1,2,1,1,1,1,"NE",2,2
630,630,2,1,2,2,1,3,4,2,1,3,1,4,4,4,1,4,3,2,3,3,1,5,4,4,5,2,15.7,10.74,3.38,2.88,2,2,2,5,5,5,5,5,5,1,"NE",1,2
631,631,2,1,2,3,1,2,1,1,2,1,1,2,4,3,2,4,3,2,3,2,2,5,5,5,5,3,9.5,14.54,2.5,2.32,1,3,2,1,2,3,3,2,4,1,"NE",2,3
632,632,2,1,2,2,1,4,2,3,2,2,1,2,4,4,1,4,2,1,1,1,1,5,5,5,5,3,11.5,19.95,2.7,2.68,2,2,3,4,2,3,3,3,4,1,"NE",1,2
633,633,2,2,2,3,1,4,4,2,1,4,1,4,3,3,1,4,4,5,4,5,4,5,3,4,5,2,7.3,5.32,2.47,1.55,2,2,3,5,5,5,5,5,5,1,"NE",2,2
634,634,1,1,1,2,1,1,2,3,1,2,1,3,4,4,1,4,3,2,3,2,2,3,3,3,3,3,14.2,5.4,2.74,1.86,1,1,3,1,1,1,1,1,1,1,"NE",2,1
635,635,1,1,1,2,1,4,4,1,1,1,1,1,4,4,1,2,3,2,3,2,1,4,4,3,3,2,12.4,18.4,2.68,2.64,1,3,1,1,1,2,1,1,1,1,"NE",2,1
636,636,2,2,1,1,2,1,4,3,1,4,1,4,4,4,1,4,4,3,4,5,4,5,4,4,5,2,8.2,13.61,2.86,2.54,2,1,1,1,1,1,1,2,1,1,"NE",2,2
637,637,2,2,2,4,1,4,2,1,1,4,1,4,4,4,2,4,4,2,4,5,3,5,4,5,5,2,18.1,4.84,3.49,2.53,2,3,1,1,1,3,3,3,4,1,"NE",2,2
638,638,1,1,1,3,1,2,2,1,1,1,1,4,4,4,1,4,3,2,4,3,3,3,3,2,3,3,12.9,8.31,3.37,2.7,2,2,3,5,5,5,5,5,5,1,"NE",2,1
639,639,1,2,2,3,1,4,4,1,2,2,1,3,4,4,1,4,5,5,5,5,5,2,1,1,1,1,6.3,0.32,2.66,1.26,1,3,2,1,1,3,3,2,1,1,"NE",2,0
640,640,2,1,2,3,1,3,1,1,1,3,1,3,4,2,1,4,5,5,4,5,5,3,1,1,3,1,9.8,0.03,2.66,1.33,2,3,3,5,5,5,5,5,5,1,"NE",1,0
641,641,2,1,2,3,1,2,1,1,1,3,1,4,3,3,1,4,4,4,4,5,4,3,3,3,2,1,8.9,3.03,2.49,1.32,1,2,3,5,3,3,4,4,4,1,"NE",2,1
642,642,1,2,2,3,4,4,4,2,2,4,1,3,4,4,1,3,1,1,1,1,1,5,5,5,5,3,16.6,19.5,3.35,3.34,1,2,2,3,1,3,3,2,2,1,"NE",1,3
643,643,1,3,1,4,4,4,4,1,1,4,2,3,4,4,1,4,5,5,5,5,4,3,1,1,2,2,14.9,0.21,3.72,2.22,1,2,2,1,1,3,2,1,1,1,"NE",2,1
644,644,1,2,2,3,1,3,4,2,1,4,1,4,4,4,2,4,4,4,4,4,4,3,3,3,2,2,11,1.61,3,1.64,2,2,1,5,2,3,4,4,4,1,"NE",1,0
645,645,2,2,2,3,3,4,4,4,1,4,1,3,4,4,4,4,5,5,5,5,5,3,3,2,3,1,11.9,1.64,2.65,1.46,2,2,2,4,5,5,4,5,5,1,"NE",2,0
646,646,2,2,2,2,3,4,3,1,1,1,1,1,4,4,2,4,5,5,5,5,5,2,1,1,1,1,10.4,0.24,2.98,1.54,1,2,1,1,1,1,1,2,1,1,"NE",2,1
647,647,1,1,2,3,2,4,4,1,1,2,1,1,4,3,1,2,3,2,3,2,3,2,3,1,2,2,13.9,5.75,2.15,1.18,1,3,1,1,1,1,1,1,1,1,"NE",2,1
648,648,1,2,2,2,1,4,4,1,1,4,1,4,4,4,2,4,5,5,5,5,5,2,1,1,1,1,12.5,0.34,2.94,1.66,2,2,1,3,3,3,3,4,4,1,"NE",2,0
649,649,2,3,2,3,2,3,4,4,1,1,1,3,4,4,1,4,4,2,4,4,3,5,4,5,5,3,10.6,18.99,2.54,2.18,2,2,3,4,1,3,3,4,4,1,"NE",1,1
650,650,1,3,2,2,1,4,4,3,1,2,1,2,4,4,1,4,3,2,3,2,1,5,4,4,5,3,8.5,18.4,2.84,2.5,2,2,2,4,3,3,3,5,1,1,"NE",1,1
651,651,1,3,2,3,2,2,4,3,1,3,1,1,4,4,1,4,3,2,2,2,1,5,4,4,5,3,10.8,17.04,2.12,1.85,2,2,3,5,5,5,5,5,5,1,"NE",2,2
652,652,1,3,2,3,2,4,4,3,1,1,1,4,4,4,1,4,3,2,4,2,1,5,5,4,5,3,17,18.22,3.05,2.81,2,2,2,4,3,3,4,4,4,1,"NE",2,2
653,653,1,2,2,2,2,2,4,1,1,4,1,4,4,3,1,4,3,1,3,1,1,5,5,4,5,3,8.6,19.91,3.17,3.05,2,2,3,5,3,3,4,5,5,1,"NE",2,2
654,654,2,2,1,3,2,4,2,2,2,2,1,4,4,4,1,4,5,4,4,5,4,4,4,4,4,2,12.2,6.69,2.54,1.68,2,1,1,1,1,2,1,2,1,1,"NE",2,2
655,655,2,1,2,3,1,3,1,1,2,1,1,4,4,4,1,2,1,1,1,1,1,5,5,5,5,3,10.1,19.72,2.95,2.95,2,3,1,1,1,2,2,2,1,1,"NE",2,2
656,656,2,2,2,3,2,4,4,2,1,4,2,4,4,4,1,4,3,2,3,2,2,5,5,5,5,3,13.3,19.81,3.03,3.02,2,1,1,1,1,3,1,2,1,1,"NE",1,1
657,657,1,1,2,3,1,2,4,1,1,1,1,1,4,4,1,4,3,2,3,2,1,4,4,3,5,3,14.9,19.51,3.24,3.22,1,1,1,1,1,1,1,1,1,1,"NE",1,1
658,658,1,2,2,4,3,4,4,1,1,4,1,4,4,2,1,4,3,2,4,4,4,3,2,2,5,3,10.7,9.2,2.6,2.2,2,3,1,3,2,3,2,2,4,1,"NE",2,2
659,659,2,3,2,2,3,3,4,1,1,2,1,4,4,4,3,4,5,5,5,5,5,3,2,3,4,1,10.7,1.73,2.48,1.01,2,1,2,3,1,3,3,4,1,1,"NE",1,0
660,660,1,1,1,3,1,3,3,3,1,2,1,1,4,3,1,4,3,2,3,2,1,4,3,4,3,2,15.9,8.02,3.33,2.63,1,2,3,3,3,3,4,2,1,1,"NE",2,1
661,661,1,1,2,3,2,1,4,1,1,2,1,2,4,3,1,4,1,1,1,1,1,5,5,5,5,3,10.7,19.8,2.52,2.43,1,2,3,3,1,3,3,2,1,1,"NE",1,1
662,662,2,1,2,3,1,2,1,1,1,2,1,2,4,2,1,4,4,2,4,3,3,4,4,5,5,2,10.3,7.59,2.94,2.25,1,3,3,4,3,3,4,5,5,1,"NE",2,1
663,663,1,2,2,3,3,4,4,1,1,4,1,4,4,3,1,4,5,4,5,5,4,2,1,1,1,1,5.6,2.35,2.17,0.99,2,2,2,5,5,5,4,5,5,1,"NE",2,1
664,664,2,3,2,3,2,4,4,1,1,3,1,2,4,4,1,4,5,5,5,5,5,3,3,3,2,1,14,1.69,2.58,1.16,1,2,1,1,1,1,1,1,1,1,"NE",2,1
665,665,1,3,2,3,3,3,4,4,1,3,3,4,4,3,1,4,2,1,3,2,1,5,5,5,5,3,10.8,19.86,2.76,2.75,2,1,3,4,2,3,3,3,4,1,"NE",1,2
666,666,1,2,2,3,1,4,4,1,1,4,1,4,4,4,1,4,4,2,4,4,3,3,2,3,2,3,11.3,1.33,2.58,1.19,2,3,1,4,2,3,3,4,2,1,"NE",2,1
667,667,2,2,2,3,4,2,4,3,1,4,2,4,4,4,3,4,5,5,5,5,5,2,2,2,1,1,17.2,0.33,3.77,2.42,2,2,3,4,5,3,5,4,5,1,"NE",2,0
668,668,1,1,2,3,3,1,3,1,1,1,1,2,3,4,1,1,3,2,3,3,1,3,3,2,5,2,9.8,11.19,2.5,1.98,1,2,3,5,5,5,5,5,5,1,"NE",2,1
669,669,2,3,2,2,3,4,4,2,1,3,1,4,4,4,3,4,5,5,5,5,5,3,2,3,4,1,14.2,2.63,2.51,1.05,2,2,3,4,5,5,5,5,4,1,"NE",2,0
670,670,2,1,2,3,1,3,1,2,1,1,1,3,4,4,1,4,4,2,4,4,4,5,4,4,5,2,15.1,10.31,3.24,2.74,2,3,1,3,1,3,4,4,2,1,"NE",2,1
671,671,1,3,2,2,1,4,3,4,1,1,1,4,4,4,1,4,4,2,4,3,3,5,4,4,5,3,12.1,13.53,2.97,2.26,2,3,2,4,3,3,5,4,5,1,"NE",2,3
672,672,1,1,2,3,1,4,4,1,1,4,1,1,4,4,1,4,5,5,5,5,5,1,1,1,1,1,15.6,0.14,2.59,1.19,1,2,3,4,2,3,4,5,2,1,"NE",2,0
673,673,1,2,2,2,2,4,4,3,1,4,2,4,4,4,1,4,1,1,1,1,1,5,5,5,5,3,14,19.22,3.14,3.13,2,2,3,5,5,5,5,5,5,1,"NE",1,1
674,674,2,2,2,3,1,2,4,3,1,4,2,4,4,4,1,4,4,4,5,5,5,2,2,1,1,1,12.7,0.86,2.8,1.86,2,3,1,1,1,1,1,1,1,2,"NE",1,3
675,675,1,3,1,2,4,2,4,3,1,4,1,4,4,4,1,4,5,5,5,5,5,1,1,1,1,1,10.3,0.06,2.51,1.2,1,1,2,1,1,1,1,1,1,2,"NE",2,1
676,676,2,3,2,3,4,4,3,4,1,3,1,3,4,4,1,4,5,5,5,5,5,1,1,1,1,1,15,0.11,3.36,2,2,1,1,1,NA,NA,1,1,1,2,"NE",2,1
677,677,2,1,2,3,1,1,3,2,1,1,1,2,3,4,1,4,5,5,5,5,5,1,1,1,1,1,13.2,0,3.11,2.08,1,3,1,1,1,1,NA,NA,NA,2,"NE",2,1
